Frame     Decode Time (ms)    Transcode Time (ms) Encode Time (ms)    Total Time (ms)     
719       15.0519             4.4153              6.5772              33.1017             
720       5.2302              4.7199              10.6726             21.0905             
722       4.9259              4.5246              23.5911             44.5151             
723       2.1344              4.1724              9.0138              15.3978             
726       3.8580              4.2428              16.5899             32.9843             
727       1.2478              5.2263              11.5778             23.4621             
728       6.8691              4.1219              14.2692             37.6859             
729       3.8681              4.2306              23.0514             31.2540             
731       3.5365              6.9990              13.2648             44.4738             
732       2.2259              2.8151              16.4878             21.6359             
734       1.9553              2.8115              11.2983             16.1432             
737       1.9772              2.7948              7.6855              12.5310             
738       2.3074              4.9729              17.2997             27.8574             
740       4.8403              3.5413              14.3983             42.1793             
741       1.2473              2.8020              9.4298              13.5535             
742       1.9081              2.8080              6.5456              11.3341             
743       5.7558              3.6897              15.6282             31.4709             
745       6.0605              6.9713              11.6688             43.0520             
746       2.1268              2.8156              11.3214             16.3470             
747       5.3630              6.7287              16.4995             30.4339             
749       8.4935              12.1429             13.9496             44.3523             
750       9.4644              4.6316              16.3068             60.5955             
751       1.7409              5.8998              17.6095             25.3329             
752       2.6308              5.0240              15.9567             41.1793             
753       1.6461              5.1113              10.0592             16.8918             
754       3.7882              5.0767              17.9360             34.7744             
755       1.1986              5.0580              21.0328             27.3694             
757       2.6407              5.0594              16.9503             44.3075             
758       2.5107              10.9171             5.0382              49.3248             
759       4.6342              5.1009              7.4910              56.7562             
760       1.7288              4.4033              17.9618             29.2861             
761       1.6266              4.6402              21.7799             41.3710             
762       3.9665              4.7042              6.1726              47.4015             
763       4.2127              4.3940              9.6475              18.4111             
764       1.3610              2.8536              13.3889             17.6740             
765       2.2995              3.9088              14.2786             20.5871             
767       3.0466              3.7359              13.5133             34.0098             
768       1.3769              4.5028              19.1919             25.2311             
769       3.7202              5.8349              19.8073             44.9860             
770       3.5771              4.4790              5.8650              50.8467             
771       8.4388              5.0344              6.4734              57.3014             
772       0.7157              5.3122              34.3439             41.7180             
773       4.0743              5.7752              15.2709             56.9253             
774       4.6046              3.8986              11.5898             68.4057             
775       0.2653              2.8009              9.4684              12.6209             
776       1.9479              2.7988              7.9164              12.7413             
777       2.6820              5.0623              10.3655             18.1888             
778       5.2939              5.7446              8.3918              24.2873             
779       7.8330              5.2319              14.5385             38.7824             
780       1.7851              5.0513              15.0381             21.9597             
781       1.9312              2.8211              7.0680              11.8907             
782       1.8250              2.8006              7.9949              12.6935             
783       1.6097              9.0024              11.6205             24.5038             
785       2.9214              8.2270              15.6169             40.0053             
786       8.2174              4.7004              16.1254             56.1034             
787       4.0767              6.1427              7.2296              63.2748             
788       5.2012              5.7585              8.3888              28.4818             
789       5.5416              3.4568              10.7890             20.5768             
790       2.2549              2.8304              6.0795              11.2493             
791       2.1373              2.8272              5.0945              10.1366             
792       1.4573              2.8380              17.2490             21.6345             
793       2.0118              4.1840              11.5621             17.8452             
794       3.6999              4.5696              13.3256             31.1429             
795       1.8459              2.8181              7.2432              11.9869             
